# wavelength[micron] photons/cm^2/s/Angstrom/arcsec^2
0.961331 1.120731e-05
0.961440 1.123108e-05
0.961549 1.133192e-05
0.961658 1.084629e-05
0.961768 1.084747e-05
0.961877 1.066475e-05
0.961986 1.091356e-05
0.962095 1.208773e-05
0.962204 2.554799e-05
0.962313 2.671095e-05
0.962422 2.642744e-05
0.962531 2.277136e-05
0.962641 1.076754e-05
0.962750 1.040305e-05
0.962859 1.056934e-05
0.962968 1.057461e-05
0.963077 1.086429e-05
0.963186 1.139587e-05
0.963295 1.147523e-05
0.963405 1.160014e-05
0.963514 1.161795e-05
0.963623 1.148857e-05
0.963732 1.080854e-05
0.963841 9.909137e-06
0.963950 9.787384e-06
0.964059 9.943528e-06
0.964168 1.016161e-05
0.964278 1.104971e-05
0.964387 1.090146e-05
0.964496 1.098055e-05
0.964605 1.062034e-05
0.964714 9.955041e-06
0.964823 1.010666e-05
0.964932 1.005305e-05
0.965041 1.089514e-05
0.965151 1.139608e-05
0.965260 1.146991e-05
0.965369 1.155823e-05
0.965478 1.195565e-05
0.965587 1.188070e-05
0.965696 1.208123e-05
0.965805 1.181885e-05
0.965915 1.156552e-05
0.966024 1.420516e-05
0.966133 1.386175e-05
0.966242 1.377090e-05
0.966351 1.397788e-05
0.966460 1.157002e-05
0.966569 1.146413e-05
0.966678 1.169020e-05
0.966788 1.096161e-05
0.966897 1.295293e-05
0.967006 2.576916e-05
0.967115 2.534583e-05
0.967224 2.534847e-05
0.967333 2.086752e-05
0.967442 1.115905e-05
0.967551 1.695266e-05
0.967661 1.706534e-05
0.967770 1.706664e-05
0.967879 1.620701e-05
0.967988 1.160520e-05
0.968097 1.461511e-05
0.968206 1.763874e-05
0.968315 4.615649e-05
0.968424 4.757883e-05
0.968534 4.442371e-05
0.968643 4.147237e-05
0.968752 1.173433e-05
0.968861 1.150164e-05
0.968970 1.148671e-05
0.969079 1.232647e-05
0.969188 2.590575e-05
0.969298 2.578148e-05
0.969407 2.580144e-05
0.969516 2.170298e-05
